accuracy,polar_consistency_↓,abs_agreement_score,contradiction_idx_↓,ideal model dist ↓,layer_number,relative_postion,perc_cluster,accuracy_cluster,index
0.9678714859437751,0.04304610937833786,0.10127494484186172,0.387536883354187,0.5251984385299746,18,63.0,3,4,gemma2b-it_orig
0.9678714859437751,0.04425200819969177,0.09473630785942078,0.3921695053577423,0.5046743393081282,19,67.0,3,4,gemma2b-it_orig
0.963855421686747,0.03669104725122452,0.09894800186157227,0.4338727593421936,0.5903928556795829,20,70.0,4,4,gemma2b-it_orig
0.963855421686747,0.03283118084073067,0.08748720586299896,0.3851894438266754,0.5020153114528539,21,74.0,4,4,gemma2b-it_orig
0.9678714859437751,0.026667015627026558,0.09034280478954315,0.4595329463481903,0.5770943786616619,22,78.0,4,4,gemma2b-it_orig
0.963855421686747,0.022348616272211075,0.08575207740068436,0.4101948142051697,0.5203456951844889,23,81.0,4,4,gemma2b-it_orig
0.9678714859437751,0.03642691671848297,0.09300262480974197,0.38097143173217773,0.5351590793093784,24,85.0,4,4,gemma2b-it_orig
0.9598393574297188,0.051824282854795456,0.09929746389389038,0.4423016607761383,0.5865238617293853,25,89.0,4,4,gemma2b-it_orig
0.9598393574297188,0.041271235793828964,0.10287906229496002,0.4476431608200073,0.5835336190238203,26,93.0,4,4,gemma2b-it_orig
0.963855421686747,0.040676914155483246,0.0992758721113205,0.4414796829223633,0.562479296259192,27,96.0,4,4,gemma2b-it_orig
0.5478723404255319,0.0,0.0,0.3200364410877228,0.5098974853161603,1,0.0,1,1,gemma9b_ttt
0.5159574468085106,0.01218095887452364,0.01218095887452364,0.3092520833015442,0.44708969906620066,2,2.0,1,1,gemma9b_ttt
0.5585106382978723,0.05719544366002083,0.05719544366002083,0.31251826882362366,0.6998652020248692,3,5.0,1,1,gemma9b_ttt
0.5638297872340425,0.1794007271528244,0.19058147072792053,0.3846648633480072,0.6978795799874713,4,7.0,1,1,gemma9b_ttt
0.5797872340425532,0.12999455630779266,0.16520583629608154,0.3484477996826172,0.7035535288898349,5,9.0,1,1,gemma9b_ttt
0.5531914893617021,0.04756798595190048,0.04756798595190048,0.1667231172323227,0.6832878710054894,6,12.0,1,1,gemma9b_ttt
0.5531914893617021,0.04355822503566742,0.04355822503566742,0.18740804493427277,0.7002756475173274,7,14.0,1,1,gemma9b_ttt
0.5691489361702128,0.15121877193450928,0.15121877193450928,0.32457321882247925,0.7041282095519095,8,16.0,1,1,gemma9b_ttt
0.5638297872340425,0.005766014102846384,0.005766014102846384,0.06077303737401962,0.6579955413362321,9,19.0,1,1,gemma9b_ttt
0.6063829787234043,0.11842116713523865,0.12273719161748886,0.28601571917533875,0.7059301522861648,10,21.0,2,1,gemma9b_ttt
0.6063829787234043,0.4162372052669525,0.5859161615371704,0.7224947214126587,0.7045691066921043,11,23.0,2,1,gemma9b_ttt
0.5904255319148937,0.2831192910671234,0.3088843822479248,0.5792542695999146,0.7059238290322849,12,26.0,2,1,gemma9b_ttt
0.5691489361702128,0.40729108452796936,0.6137523055076599,0.6974135041236877,0.7008630521218328,13,28.0,2,1,gemma9b_ttt
0.574468085106383,0.48279881477355957,0.6668004989624023,0.8653605580329895,0.7038276676339472,14,30.0,2,1,gemma9b_ttt
0.601063829787234,0.8785736560821533,0.8968856930732727,0.9585312008857727,0.7059012229870509,15,33.0,2,1,gemma9b_ttt
0.5797872340425532,0.8917453289031982,0.9329515099525452,0.9733917117118835,0.7059628363483857,16,35.0,2,1,gemma9b_ttt
0.574468085106383,0.8387796878814697,0.9382355213165283,0.9708040952682495,0.7057760540927666,17,37.0,2,1,gemma9b_ttt
0.6117021276595744,0.7115249037742615,0.7977846264839172,0.879673421382904,0.7023246543667278,18,40.0,2,1,gemma9b_ttt
0.5691489361702128,0.8112274408340454,0.9371967315673828,0.9702945947647095,0.7033647030378453,19,42.0,2,1,gemma9b_ttt
0.5638297872340425,0.8878390192985535,0.9563292264938354,0.9792960286140442,0.704023501841827,20,44.0,2,1,gemma9b_ttt
0.5797872340425532,0.9346083402633667,0.9549593925476074,0.9790573120117188,0.7056319229615675,21,47.0,3,1,gemma9b_ttt
0.574468085106383,0.8789057731628418,0.9539641737937927,0.9766886234283447,0.7041923219689344,22,49.0,3,1,gemma9b_ttt
0.5957446808510638,0.8841391801834106,0.9424553513526917,0.9794049859046936,0.7061292309838488,23,51.0,3,1,gemma9b_ttt
0.5957446808510638,0.7241812348365784,0.9350603222846985,0.9461628198623657,0.702273914610385,24,53.0,3,1,gemma9b_ttt
0.6063829787234043,0.8045284748077393,0.8922325372695923,0.9523320198059082,0.7018472777893296,25,56.0,3,1,gemma9b_ttt
0.6117021276595744,0.796727180480957,0.9232534170150757,0.9715178608894348,0.7056511678462776,26,58.0,3,1,gemma9b_ttt
0.6063829787234043,0.8265445828437805,0.8723454475402832,0.9235926866531372,0.7030867566829312,27,60.0,3,1,gemma9b_ttt
0.601063829787234,0.8131104111671448,0.9038152098655701,0.9515665173530579,0.700355986766315,28,63.0,3,1,gemma9b_ttt
0.601063829787234,0.7501359581947327,0.8670338988304138,0.9415115118026733,0.6964472758869549,29,65.0,3,1,gemma9b_ttt
0.6223404255319149,0.7626473903656006,0.8333312273025513,0.9322832822799683,0.7033080887170404,30,67.0,3,1,gemma9b_ttt
0.6329787234042553,0.6677153706550598,0.7266908288002014,0.8324422836303711,0.6845827524232652,31,70.0,3,2,gemma9b_ttt
0.6223404255319149,0.6869344711303711,0.7944766283035278,0.9197171926498413,0.6916094988995638,32,72.0,4,1,gemma9b_ttt
0.6542553191489362,0.6450268030166626,0.6876100897789001,0.7683339715003967,0.7011269822348214,33,74.0,4,2,gemma9b_ttt
0.6329787234042553,0.561438262462616,0.7564553022384644,0.9182820916175842,0.6928799424946499,34,77.0,4,2,gemma9b_ttt
0.6276595744680851,0.6337326765060425,0.7577078342437744,0.9183024168014526,0.7001762207680575,35,79.0,4,2,gemma9b_ttt
0.6329787234042553,0.4521019458770752,0.7148658037185669,0.8616175651550293,0.6976397672271387,36,81.0,4,2,gemma9b_ttt
0.6223404255319149,0.6466618776321411,0.7780055999755859,0.8306309580802917,0.7019341814993348,37,84.0,4,1,gemma9b_ttt
0.6170212765957447,0.5071673393249512,0.7202415466308594,0.8565781712532043,0.699229868051944,38,86.0,4,1,gemma9b_ttt
0.601063829787234,0.2924703359603882,0.7708892822265625,0.9094491600990295,0.7009429652032082,39,88.0,4,1,gemma9b_ttt
0.6117021276595744,0.5221110582351685,0.7276099920272827,0.9163934588432312,0.7012633819233273,40,91.0,4,1,gemma9b_ttt
0.6063829787234043,0.5865212678909302,0.7300693988800049,0.8568550944328308,0.7036972894095849,41,93.0,4,1,gemma9b_ttt
0.6117021276595744,0.374663770198822,0.7594324350357056,0.9096852540969849,0.6988381777808537,42,95.0,4,1,gemma9b_ttt
0.6117021276595744,0.4648190438747406,0.7373685240745544,0.9148903489112854,0.7014532488874712,43,98.0,4,1,gemma9b_ttt
0.5478723404255319,0.0,0.0,0.3200364410877228,0.5098974853161603,1,0.0,1,1,gemma9b_not
0.5265957446808511,0.03738806024193764,0.07832758128643036,0.41333168745040894,0.540202134462932,2,2.0,1,1,gemma9b_not
0.5425531914893618,0.3738861680030823,0.42005524039268494,0.6169068217277527,0.6772243779011228,3,5.0,1,1,gemma9b_not
0.5957446808510638,0.3054383397102356,0.452527791261673,0.6497284173965454,0.6944182385698797,4,7.0,1,1,gemma9b_not
0.5904255319148937,0.403123140335083,0.4666885733604431,0.6890439987182617,0.7024377581270138,5,9.0,1,1,gemma9b_not
0.5159574468085106,0.36768266558647156,0.4538482129573822,0.672166645526886,0.7009056740905731,6,12.0,1,1,gemma9b_not
